Instructor,Course,Term,Enrolled/Response Rate,Avg Grade Recieved,Avg Hours Worked,Student Learning,Course Structure,Class Environment
"Polikarpova, Nadezhda",CSE 130 - Progrmng Lang:Princpl&Paradigm (A00),SP24,196 (23.98%),3.66 (B+),7.74,4.54,4.55,4.7
"Jhala, Ranjit",CSE 130 - Progrmng Lang:Princpl&Paradigm (A00),WI24,62 (14.52%),3.41 (B+),7.67,4.58,4.59,4.61
"Polikarpova, Nadezhda",CSE 130 - Progrmng Lang:Princpl&Paradigm (A00),FA23,142 (15.49%),3.57 (B+),9.32,4.57,4.49,4.57
"Ding, Yufei",CSE 131 - Compiler Construction (A00),SP24,39 (76.92%),3.79 (A-),9.9,4.39,4.22,4.32
"Politz, Joseph Gibbs",CSE 131 - Compiler Construction (A00),SP23,69 (17.39%),3.02 (B),9.58,4.94,4.75,4.88
"Vianu, Victor Dan",CSE 132A - Database System Principles (A00),WI24,170 (26.47%),3.01 (B),5.79,4.28,4.2,4.51
"Vianu, Victor Dan",CSE 132A - Database System Principles (A00),FA23,176 (18.75%),3.00 (B),6.72,4.02,3.88,4.31
"Deutsch, Alin Bernard",CSE 132B - Database System Applications (A00),SP24,58 (20.69%),3.86 (A-),7.83,3.96,3.96,4.34
"Gupta, Amarnath",CSE 132C - Database System Implementation (A00),WI24,9 (33.33%),3.27 (B),5.0,4.67,4.73,4.89
"Powell, Thomas Allan",CSE 134B - Web Client Languages (A00),FA23,135 (25.19%),3.11 (B),8.38,4.48,4.21,4.55
"Powell, Thomas Allan",CSE 134B - Web Client Languages (A00),S123,56 (8.93%),3.11 (B),10.0,4.75,4.69,4.81
"Orailoglu, Alex",CSE 140 - Component&Desgn Tech/Digtl Sys (A00),SP24,23 (26.09%),2.81 (B-),10.0,4.04,3.63,4.04
"Eldon, John",CSE 140 - Component&Desgn Tech/Digtl Sys (B00),SP24,143 (25.17%),3.12 (B),6.44,3.63,3.6,4.36
"Rosing, Tajana Simunic",CSE 140 - Component&Desgn Tech/Digtl Sys (A00),WI24,91 (87.91%),2.77 (B-),7.91,4.38,4.14,4.36
"Rosing, Tajana Simunic",CSE 140 - Component&Desgn Tech/Digtl Sys (B00),WI24,82 (85.37%),2.92 (B-),7.46,4.47,4.23,4.52
"Chin, Bryan W.",CSE 140 - Component&Desgn Tech/Digtl Sys (A00),FA23,189 (68.78%),2.96 (B-),8.77,4.15,4.06,4.31
"Eldon, John",CSE 140 - Component&Desgn Tech/Digtl Sys (A00),S123,95 (11.58%),3.25 (B),7.27,4.07,4.16,4.5
"Orailoglu, Alex",CSE 140L - Digital Systems Laboratory (A00),SP24,16 (25.00%),2.41 (C+),13.5,4.25,4.06,4.44
"Eldon, John",CSE 140L - Digital Systems Laboratory (B00),SP24,134 (23.13%),3.78 (A-),7.83,3.61,3.83,4.29
"Eldon, John",CSE 140L - Digital Systems Laboratory (A00),WI24,162 (29.63%),3.56 (B+),6.49,3.95,3.88,4.31
"Eldon, John",CSE 140L - Digital Systems Laboratory (A00),FA23,189 (28.04%),3.56 (B+),8.02,4.06,4.03,4.3
"Eldon, John",CSE 140L - Digital Systems Laboratory (A00),S123,90 (10.00%),3.56 (B+),9.44,4.28,4.23,4.56
"Zhao, Jishen",CSE 141 - Intro/Computer Architecture (A00),SP24,191 (81.15%),3.71 (A-),6.45,4.29,4.21,4.42
"Pannuto, Patrick William",CSE 141 - Intro/Computer Architecture (A00),FA23,67 (31.34%),3.70 (B+),7.62,4.52,4.4,4.49
"Pannuto, Patrick William",CSE 141 - Intro/Computer Architecture (B00),FA23,32 (15.63%),3.53 (B+),8.0,4.9,4.9,4.85
"Eldon, John",CSE 141 - Intro/Computer Architecture (A00),S223,98 (5.10%),3.21 (B),8.0,4.0,4.2,4.6
"Zhao, Jishen",CSE 141 - Intro/Computer Architecture (A00),SP23,164 (90.24%),3.69 (B+),7.48,4.26,4.31,4.49
"Eldon, John",CSE 141L - Project/Computer Architecture (A00),SP24,181 (26.52%),3.11 (B),7.63,3.98,3.84,4.3
"Eldon, John",CSE 141L - Project/Computer Architecture (A00),FA23,47 (17.02%),3.29 (B),7.5,4.1,4.25,4.53
"Eldon, John",CSE 141L - Project/Computer Architecture (B00),FA23,59 (15.25%),3.34 (B+),7.22,3.82,4.14,4.39
"Eldon, John",CSE 141L - Project/Computer Architecture (A00),S223,100 (3.00%),3.29 (B),10.0,4.58,4.67,4.75
"Porter, Leonard Emerson",CSE 142 - Comp Arch Software Perspective (A00),WI24,153 (72.55%),3.29 (B),8.07,4.37,4.29,4.46
"Porter, Leonard Emerson",CSE 142 - Comp Arch Software Perspective (B00),WI24,154 (79.22%),3.37 (B+),7.9,4.5,4.37,4.5
"Swanson, Steven James",CSE 142L - Software Proj Comp Arch (A00),WI24,153 (28.76%),3.24 (B),10.0,4.08,4.16,4.43
"Swanson, Steven James",CSE 142L - Software Proj Comp Arch (B00),WI24,144 (43.06%),3.14 (B),10.92,4.0,3.99,4.22
"Kastner, Ryan Charles",CSE 145 - Embedded System Design Project (A00),SP24,29 (34.48%),3.89 (A-),12.1,4.62,4.67,4.56
"Kastner, Ryan Charles",CSE 145 - Embedded System Design Project (A00),SP23,18 (16.67%),3.76 (A-),10.0,4.0,4.73,5.0
"Tullsen, Dean Michael",CSE 148 - Adv Processor Arch Design Proj (A00),WI24,24 (41.67%),3.68 (B+),12.6,4.82,4.79,4.62
"Smart, Mary Anne",CSE 150A - AI: Probabilistic Models (A00),S123,44 (9.09%),3.21 (B),10.0,3.75,3.88,4.25
"Gao, Sicun",CSE 150B - AI: Search and Reasoning (A00),SP24,361 (27.70%),3.75 (A-),7.61,4.64,4.56,4.66
"Solares, Edwin A",CSE 151A - Intro to Machine Learning (A00),WI24,323 (70.28%),3.73 (A-),7.77,3.38,3.13,4.17
"Dasgupta, Sanjoy",CSE 151A - Intro to Machine Learning (A00),FA23,138 (26.81%),3.23 (B),8.71,4.78,4.65,4.72
"Imola, Jacob John",CSE 151A - Intro to Machine Learning (A00),S123,45 (28.89%),2.99 (B-),8.33,4.42,4.19,4.48
"Cottrell, Garrison W",CSE 151B - Deep Learning (A00),WI24,89 (20.22%),3.64 (B+),11.44,4.39,4.1,4.65
"Chandraker, Manmohan Krishna",CSE 152A - Intro to Comp Vision I (A00),WI24,155 (58.71%),3.55 (B+),9.21,4.59,4.29,4.63
"Chandraker, Manmohan Krishna",CSE 152A - Intro to Comp Vision I (A00),FA23,102 (63.73%),3.55 (B+),8.98,4.54,4.43,4.52
"Nakashole, Ndapandula",CSE 156 - Statistical NLP (A00),SP24,184 (19.02%),3.76 (A-),6.24,4.17,4.11,4.44
"McAuley, Julian John",CSE 158 - Recommender Sys&Web Mining (A00),FA23,200 (26.00%),3.79 (A-),8.24,4.47,4.5,4.65
"McAuley, Julian John",CSE 158R - Recommender Sys&Web Mining (A00),FA23,408 (22.55%),3.70 (A-),7.75,4.39,4.37,4.56
"Kastner, Ryan Charles",CSE 160 - Intro to Parallel Computing (A00),WI24,231 (30.74%),3.36 (B+),7.34,4.43,4.25,4.52
"Weibel, Nadir",CSE 165 - 3D User Interaction (A00),SP24,43 (18.60%),3.85 (A-),10.38,3.47,3.35,4.1
"Ochoa, Benjamin Lawrence",CSE 166 - Image Processing (A00),FA23,52 (23.08%),2.97 (B-),10.0,4.21,3.65,4.19
"Ramamoorthi, Ravi",CSE 167 - Computer Graphics (A00),WI24,164 (30.49%),2.97 (B-),9.69,4.31,4.08,4.4
"Li, Tzumao",CSE 167 - Computer Graphics (A00),FA23,171 (36.84%),3.71 (A-),8.25,4.59,4.48,4.62
"Ramamoorthi, Ravi",CSE 168 - Computer Graphics II:Rendering (A00),SP24,37 (51.35%),3.67 (B+),13.21,4.64,4.37,4.5
"Rotenberg, Steven Paul",CSE 169 - Computer Animation (A00),WI24,32 (25.00%),3.46 (B+),10.0,4.72,4.44,4.47
"Vaccaro, Kristen Marie",CSE 170 - Human-Comp Interaction Design (A00),FA23,67 (25.37%),3.55 (B+),6.18,3.16,2.68,3.74
"Vaccaro, Kristen Marie",CSE 170 - Human-Comp Interaction Design (B00),FA23,82 (32.93%),3.47 (B+),6.67,3.8,3.56,4.15
"Kumar, Rakesh",CSE 175 - Entrepreneurship for Engineers (A00),SP24,47 (72.34%),3.29 (B),6.94,4.07,3.84,4.25
"Kumar, Rakesh",CSE 175 - Entrepreneurship for Engineers (A00),S123,22 (81.82%),3.29 (B),8.33,4.21,4.04,4.29
"Riek, Laurel D",CSE 176A - Healthcare Robotics (A00),SP23,30 (10.00%),3.82 (A-),8.33,4.75,4.75,5.0
"Swanson, Steven James",CSE 176E - Robotic Sys Design & Implemnt (A00),FA23,22 (27.27%),3.79 (A-),10.0,4.79,4.74,4.91
"Pevzner, Pavel Arkadjevich",CSE 181 - Molecular Sequence Analysis (A00),WI24,31 (29.03%),3.12 (B),12.22,4.69,4.03,3.97
"Bafna, Vineet",CSE 182 - Biological Databases (A00),SP24,48 (25.00%),3.37 (B+),8.17,3.5,3.38,4.17
"Gymrek, Melissa Ann",CSE 185 - Advanced Bioinformatics Lab (A00),SP24,115 (38.26%),3.73 (A-),7.05,4.68,4.61,4.67
"Grier, Daniel T",CSE 190 - Top/Computer Sci & Engineering (A00),SP24,41 (48.78%),3.33 (B+),7.84,4.41,4.3,4.47
"Shah, Anshul Yatin",CSE 190 - Top/Computer Sci & Engineering (C00),SP24,48 (87.50%),3.95 (A-),5.36,4.65,4.68,4.72
"Saha, Barna",CSE 190 - Top/Computer Sci & Engineering (D00),SP24,22 (13.64%),3.95 (A-),6.33,4.83,4.82,4.75
"Liu, Qipeng",CSE 190 - Top/Computer Sci & Engineering (A00),WI24,37 (13.51%),3.73 (A-),7.0,4.75,4.72,4.7
"Coblenz, Michael J",CSE 190 - Top/Computer Sci & Engineering (A00),FA23,10 (50.00%),3.79 (A-),8.0,4.7,4.65,4.8
"Bandeira, Nuno Filipe Cabrita",CSE 190 - Top/Computer Sci & Engineering (C00),FA23,17 (29.41%),3.29 (B),6.0,4.65,4.55,4.6
"Shalev, Aaron D",CSE 190 - Top/Computer Sci & Engineering (E00),FA23,44 (18.18%),3.56 (B+),9.38,4.84,4.38,4.68
"Dubnov, Shlomo",CSE 190 - Top/Computer Sci & Engineering (A00),S123,26 (11.54%),2.98 (B-),10.0,4.42,3.82,4.55
"Huang, Ruanqianqian",CSE 193 - Introduction to CS Research (A00),FA23,53 (54.72%),3.80 (A-),8.62,4.43,4.56,4.72
"Munyaka, Imani N. S.","CSE 194 - Race, Gender & Computing (A00)",FA23,47 (34.04%),3.59 (B+),6.25,3.49,3.23,4.15
"Martin Sandino, Amanda Maria Yoland","CGS 2A - Intro/CGS: Key Terms, Concepts (A00)",FA23,111 (55.86%),3.83 (A-),5.08,4.44,4.42,4.59
"Huang, Ningning","CGS 2A - Intro/CGS: Key Terms, Concepts (A00)",S123,35 (48.57%),3.69 (B+),5.59,4.31,4.3,4.71
"Whitley, Leila Marie",CGS 2B - Intro/CGS:Social Formations (A00),WI24,56 (35.71%),3.53 (B+),4.1,4.47,4.28,4.47
"Wesling, Megan E.",CGS 87 - First-year Seminar (A00),SP24,8 (50.00%),(N/A),1.5,5.0,4.23,4.83
"Perez, Roy",CGS 100A - Conceptualizing Gndr: Theories (A00),FA23,30 (43.33%),3.71 (A-),6.15,4.71,4.54,4.77
"Whitley, Leila Marie",CGS 100B - Conceptualizing Gndr: Methods (A00),SP24,32 (25.00%),3.71 (A-),4.5,4.91,4.88,4.91
"Werner, Bradley T.",CGS 101 - Gender & Globalization (A00),WI24,32 (40.63%),3.89 (A-),4.67,4.8,4.71,4.75
"Gushiken, Gregory Seiichi Pom",CGS 101 - Gender & Globalization (A00),S123,18 (16.67%),4.00 (A),6.67,4.5,4.58,4.5
"Whitley, Leila Marie",CGS 105 - Queer Theory (A00),WI24,66 (34.85%),3.60 (B+),4.3,4.72,4.54,4.76
"Wesling, Megan E.",CGS 105 - Queer Theory (A00),S223,27 (14.81%),3.76 (A-),6.25,4.75,4.25,4.56
"Whitley, Leila Marie",CGS 106 - Gender & the Law (A00),FA23,41 (46.34%),3.53 (B+),5.53,4.53,4.51,4.68
"Schaffer, Max Benjamin","CGS 108 - Gender, Race, & Artificial Int (A00)",S223,9 (88.89%),4.00 (A),6.25,4.81,4.84,4.9
"Whitley, Leila Marie",CGS 109 - Sexual Violence (A00),SP24,22 (36.36%),3.66 (B+),4.75,5.0,4.88,4.78
"Martin Sandino, Amanda Maria Yoland",CGS 111 - Gender and the Body (A00),WI24,45 (66.67%),3.94 (A-),3.07,4.47,4.51,4.62
"Martin Sandino, Amanda Maria Yoland",CGS 112 - Sexuality & Nation (A00),SP24,28 (42.86%),3.74 (A-),2.83,3.83,3.98,4.43
"McFee, Rochelle Alexia",CGS 112 - Sexuality & Nation (A00),S123,16 (118.75%),3.94 (A-),5.79,4.19,4.08,4.29
"Martin Sandino, Amanda Maria Yoland",CGS 113 - Gender & Sexuality in the Arts (A00),WI24,32 (28.13%),3.65 (B+),2.25,4.47,4.47,4.54
"Martin Sandino, Amanda Maria Yoland",CGS 113 - Gender & Sexuality in the Arts (A00),FA23,21 (42.86%),3.65 (B+),6.67,4.78,4.75,4.85
"Steelman, Katherine Wallis","CGS 114 - Gender,Race,Ethnicity & Class (A00)",SP24,19 (36.84%),4.00 (A),4.33,4.71,4.67,4.71
"Pierce, India",CGS 116 - Feminist Social Movements (A00),SP24,22 (40.91%),3.73 (A-),3.22,4.81,4.64,4.83
"Martin Sandino, Amanda Maria Yoland",CGS 117 - Transgenderisms (A00),SP24,20 (60.00%),3.76 (A-),3.17,4.46,4.48,4.61
"Hankins, Joseph D.",CGS 118 - Gender and Incarceration (A00),SP24,29 (24.14%),3.62 (B+),4.43,4.71,4.21,4.64
"Kim, Joo Ok",CGS 119 - Asian American Film and Media (A00),WI24,28 (32.14%),3.76 (A-),3.22,4.67,4.58,4.58
"Beardsley, Steven Thomas",CGS 119 - Asian American Film and Media (A00),S223,10 (40.00%),3.00 (B),7.5,3.81,3.06,3.4
"Dwyer, Rose Smucker",CGS 120 - Capitalism & Gender (A00),S223,12 (108.33%),2.97 (B-),6.15,4.56,4.5,4.56
"Whitley, Leila Marie",CGS 121 - Topics:Critical Gender Studies (A00),FA23,13 (38.46%),3.88 (A-),5.0,4.75,4.8,4.75
"Whitley, Leila Marie",CGS 123 - Gender & Reproductive Politics (A00),WI24,32 (31.25%),3.93 (A-),3.4,4.6,4.23,4.53
"Martin Sandino, Amanda Maria Yoland",CGS 125 - Women of Color Writers (A00),WI24,15 (60.00%),3.60 (B+),3.22,4.81,4.89,4.89
"Whitley, Leila Marie",CGS 128 - Transnational Feminisms (A00),SP24,15 (26.67%),4.00 (A),4.0,4.81,4.87,4.81
"Martin Sandino, Amanda Maria Yoland",CGS 130 - Queer Performativity (A00),FA23,15 (40.00%),3.95 (A-),5.0,4.88,4.91,4.88
"Martin Sandino, Amanda Maria Yoland",CGS 137 - Latina Issues & Cultural Prod. (A00),SP24,21 (47.62%),3.86 (A-),4.2,4.6,4.47,4.82
"Taylor-Garcia, Daphne","CGS 150 - Visuality, Sexuality, and Race (A00)",SP24,9 (44.44%),3.57 (B+),4.5,5.0,5.0,5.0
"Taylor-Garcia, Daphne","CGS 150 - Visuality, Sexuality, and Race (A00)",SP23,14 (42.86%),3.28 (B),5.83,4.48,4.71,5.0
"Perez, Roy",CGS 187 - Latinx Sexualities (A00),FA23,14 (21.43%),3.31 (B+),5.0,4.67,4.58,4.83
"Algaze, Guillermo","CAT 1 - Culture, Art, and Technology 1 (A00)",FA23,223 (53.81%),3.56 (B+),5.29,3.9,3.91,4.4
"Bronstein, Phoebe Malan","CAT 1 - Culture, Art, and Technology 1 (B00)",FA23,255 (90.98%),3.80 (A-),5.61,4.22,4.2,4.6
"Patterson, Patrick H.","CAT 1 - Culture, Art, and Technology 1 (C00)",FA23,256 (57.03%),3.45 (B+),6.47,3.89,3.95,4.52
"Bigham, David Joseph","CAT 1 - Culture, Art, and Technology 1 (D00)",FA23,192 (41.15%),3.73 (A-),5.57,4.04,4.27,4.55
"Yoldas, Pinar","CAT 2 - Culture, Art, and Technology 2 (A00)",WI24,224 (39.29%),3.86 (A-),3.48,3.85,3.85,4.12
"Bronstein, Phoebe Malan","CAT 2 - Culture, Art, and Technology 2 (B00)",WI24,255 (92.16%),3.70 (B+),4.3,3.91,4.0,4.36
"Marchisotto, Jennifer Anne","CAT 2 - Culture, Art, and Technology 2 (C00)",WI24,222 (62.61%),3.56 (B+),4.86,4.07,4.08,4.38
"Bronstein, Phoebe Malan","CAT 2 - Culture, Art, and Technology 2 (D00)",WI24,191 (87.43%),3.73 (A-),4.68,3.7,3.84,4.21
"Popko, Elizabeth Ashley",CAT 2CE - Writing and Community 1 (A00),WI24,24 (54.17%),3.79 (A-),6.83,4.67,4.68,4.71
"Glaser, Amelia","CAT 3 - Culture, Art, and Technology 3 (A00)",SP24,217 (39.63%),3.80 (A-),4.28,3.87,3.84,4.36
"Porter, Lisa","CAT 3 - Culture, Art, and Technology 3 (B00)",SP24,210 (24.29%),3.73 (A-),4.2,4.15,4.18,4.44
"Marchisotto, Jennifer Anne","CAT 3 - Culture, Art, and Technology 3 (C00)",SP24,275 (32.73%),3.65 (B+),4.4,3.78,4.05,4.4
"Rahimi, Babak","CAT 3 - Culture, Art, and Technology 3 (D00)",SP24,184 (28.26%),3.91 (A-),3.62,4.13,4.18,4.39
"Gumm, Elizabeth Ashley","CAT 3 - Culture, Art, and Technology 3 (C00)",SP23,224 (62.05%),3.73 (A-),5.62,4.04,4.11,4.49
"Bronstein, Phoebe Malan","CAT 3 - Culture, Art, and Technology 3 (E00)",SP23,23 (91.30%),3.80 (A-),7.38,4.61,4.61,4.76
"Bronstein, Phoebe Malan",CAT 3CE - Writing and Community 2 (A00),SP24,22 (90.91%),3.85 (A-),4.7,4.68,4.59,4.84
"Bronstein, Phoebe Malan",CAT 87 - Freshman Seminar (A00),SP24,15 (73.33%),(N/A),2.0,5.0,5.0,4.95
"Geibel, William",CAT 90 - Experiential Learning Seminar (A00),FA23,15 (60.00%),(N/A),5.0,4.58,4.72,4.78
"Knight, Amy",CAT 124 - Sixth College Practicum (C00),WI24,9 (88.89%),3.44 (B+),5.75,4.75,4.81,4.88
"Geibel, William",CAT 124 - Sixth College Practicum (D00),WI24,9 (66.67%),3.50 (B+),5.8,4.29,4.38,4.25
"Knight, Amy",CAT 124 - Sixth College Practicum (A00),FA23,4 (100.00%),4.00 (A),5.0,4.94,4.88,4.94
"Rose, Becca Rae",CAT 124 - Sixth College Practicum (B00),FA23,12 (33.33%),3.91 (A-),5.0,5.0,4.88,4.88
"Westerfeld, Kevin John",CAT 124 - Sixth College Practicum (A00),S223,16 (56.25%),3.96 (A-),5.0,4.75,4.88,4.89
"Rose, Becca Rae",CAT 124 - Sixth College Practicum (A00),S123,14 (21.43%),3.94 (A-),6.67,4.64,4.58,4.67
"Geibel, William",CAT 124RS - Sixth Practicum Online GS (A00),S323,22 (86.36%),4.00 (A),6.58,3.95,4.05,4.4
"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (004),SP24,15 (20.00%),3.66 (B+),2.33,5.0,5.0,5.0
"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (005),SP24,19 (31.58%),3.73 (A-),4.67,4.71,4.79,4.92
"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (006),SP24,20 (25.00%),3.70 (A-),3.4,4.53,4.55,4.5
"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (007),SP24,3 (100.00%),2.74 (B-),3.67,4.5,4.83,4.67
"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (008),SP24,12 (91.67%),3.53 (B+),3.0,4.39,4.43,4.81
"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (009),SP24,20 (60.00%),3.59 (B+),4.17,4.63,4.58,4.6
"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (013),SP24,18 (27.78%),3.19 (B),4.0,4.19,4.5,4.44
"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (014),SP24,20 (25.00%),3.43 (B+),4.2,3.8,4.0,4.6
"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (015),SP24,17 (23.53%),3.58 (B+),7.0,3.69,4.13,4.25
"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm (016),SP24,19 (73.68%),3.84 (A-),2.86,4.59,4.48,4.71
"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm (017),SP24,17 (58.82%),3.79 (A-),2.8,4.25,4.1,4.65
"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (018),SP24,10 (90.00%),3.72 (A-),3.89,4.31,4.28,4.33
"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (019),SP24,17 (47.06%),3.84 (A-),4.0,4.69,4.63,4.75
"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (020),SP24,7 (85.71%),3.92 (A-),4.33,4.46,4.36,4.48
"Delaville, Romain",CAT 125 - Public Rhetoric & Prac Comm (001),WI24,20 (35.00%),3.33 (B+),2.71,4.5,4.64,4.89
"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (002),WI24,19 (21.05%),3.73 (A-),6.5,4.44,4.6,4.75
"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (003),WI24,20 (30.00%),3.57 (B+),2.67,4.58,4.46,4.67
"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (004),WI24,20 (35.00%),3.71 (A-),3.0,4.78,4.85,4.79
"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (005),WI24,20 (80.00%),3.93 (A-),3.38,4.36,4.62,4.61
"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (006),WI24,17 (82.35%),3.88 (A-),3.71,4.36,4.57,4.73
"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (007),WI24,16 (62.50%),2.76 (B-),3.8,4.05,4.24,4.68
"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (008),WI24,19 (78.95%),3.65 (B+),4.6,3.85,4.0,4.37
"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (009),WI24,20 (80.00%),3.65 (B+),4.25,4.37,4.36,4.51
"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm (010),WI24,14 (21.43%),3.57 (B+),3.0,4.17,4.25,4.58
"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm (011),WI24,16 (31.25%),3.62 (B+),3.8,4.1,4.25,4.5
"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm (012),WI24,18 (27.78%),3.61 (B+),3.0,4.5,4.55,4.75
"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (013),WI24,17 (17.65%),3.23 (B),3.67,3.67,4.0,4.42
"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (014),WI24,5 (100.00%),3.48 (B+),4.2,4.3,4.4,4.65
"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (015),WI24,4 (75.00%),3.43 (B+),5.0,4.83,4.83,4.92
"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm (016),WI24,20 (70.00%),3.87 (A-),3.57,4.43,4.52,4.62
"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm (017),WI24,20 (80.00%),3.86 (A-),3.25,4.45,4.28,4.59
"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (018),WI24,19 (26.32%),3.71 (A-),3.8,4.05,4.05,4.45
"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (019),WI24,19 (52.63%),3.72 (A-),4.11,4.05,4.03,4.3
"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (020),WI24,19 (31.58%),3.91 (A-),3.67,4.79,4.75,4.92
"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (A00),FA23,20 (75.00%),3.36 (B+),6.0,3.72,3.63,4.33
"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (B00),FA23,19 (42.11%),3.71 (A-),5.0,4.09,4.0,4.29
"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (C00),FA23,17 (82.35%),3.79 (A-),5.0,4.36,4.31,4.59
"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm (D00),FA23,20 (15.00%),3.74 (A-),5.0,4.17,4.36,4.58
"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm (E00),FA23,20 (30.00%),3.86 (A-),5.0,4.21,4.08,4.5
"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm (F00),FA23,20 (35.00%),3.26 (B),5.71,3.71,3.57,3.89
"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (G00),FA23,19 (42.11%),3.69 (B+),5.0,4.14,4.3,4.5
"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (H00),FA23,20 (55.00%),3.62 (B+),5.91,4.5,4.47,4.61
"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (I00),FA23,19 (78.95%),3.91 (A-),5.67,4.5,4.63,4.75
"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (J00),FA23,20 (40.00%),3.88 (A-),5.0,4.72,4.81,4.63
"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (K00),FA23,20 (50.00%),3.88 (A-),5.0,4.68,4.86,4.83
"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm (L00),FA23,20 (80.00%),3.79 (A-),4.69,4.36,4.31,4.63
"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm (M00),FA23,20 (90.00%),3.81 (A-),5.0,4.44,4.49,4.81
"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (N00),FA23,20 (30.00%),3.94 (A-),5.83,3.67,3.54,3.78
"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (O00),FA23,20 (50.00%),3.73 (A-),5.0,4.05,4.1,4.55
"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (P00),FA23,19 (57.89%),3.61 (B+),5.91,3.84,4.09,4.4
"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (Q00),FA23,20 (90.00%),3.93 (A-),5.56,4.57,4.51,4.56
"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (R00),FA23,20 (75.00%),3.76 (A-),5.33,4.47,4.75,4.9
"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (A00),S223,20 (55.00%),3.92 (A-),5.45,4.67,4.84,4.89
"Delaville, Romain",CAT 125 - Public Rhetoric & Prac Comm (A00),S123,17 (29.41%),3.81 (A-),7.0,3.9,4.15,4.1
"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (C00),S123,19 (31.58%),3.69 (B+),5.83,4.58,4.75,4.88
"Bronstein, Phoebe Malan",CAT 125GS - Public Rhetoric & Prac Comm GS (A00),S123,14 (71.43%),4.00 (A),5.5,4.85,4.9,4.92
"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (A00),SP24,19 (78.95%),3.42 (B+),4.33,4.37,4.51,4.75
"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (B00),SP24,20 (75.00%),3.43 (B+),4.07,4.33,4.39,4.64
